"Node","rank","academic.birth","all.publications","var.diff.cumulative.coauthors.2.years","var.diff.cumulative.coauthors.4.years","mean.diff.articles","mean.diff.cumulative.coauthors","var.diff.cumulative.coauthors.5.years","var.diff.articles.5.years","var.diff.2.cumulative.coauthors.5.years.up","entropy.opposite","mean.author.minus.venue.context.zscore","var.diff.2.cumulative.coauthors.4.years.up","var.diff.2.articles.5.years.up","var.diff.2.articles.2.years.up","var.diff.2.articles.4.years.up","var.diff.2.articles.3.years.up","var.diff.2.cumulative.coauthors.3.years.up"
149238,1,2010,195,1930.8,2380.5,17.7272727272727,22,10804.5,9384.5,8320.5,0.629440608567314,1.3444049899967,1404.5,8580.5,208.7,2048,982.333333333333,4256.33333333333
8859,2,2010,480,18908.3,4512.5,43.6363636363636,54.0909090909091,83232,46818,76440.5,0.366752352634136,2.25647136192029,3528,38642,1924.7,7564.5,11653,16812.3333333333
3306,3,2010,472,2182.5,1800,42.9090909090909,42.0909090909091,12640.5,25538,480.5,0.502132691894,1.92458929520575,882,10952,302.3,2812.5,1516.33333333333,1836.33333333333
14190,4,2010,453,794,1568,41.1818181818182,42.3636363636364,5000,2592,2812.5,0.515071636607226,2.28908552719929,3362,4704.5,731.583333333333,4418,2869,420.5
3943,5,2010,680,1439.3,1800,61.8181818181818,45,3200,23980.5,8320.5,0.638801858657099,1.21061800837216,3872,648,793.3,392,604,1058
510222,6,2010,400,1558.7,4232,36.3636363636364,28.1818181818182,9112.5,16744.5,2664.5,0.480357653236968,1.75805011782616,1984.5,5940.5,241.3,3612.5,1270.33333333333,346.333333333333
2316,7,2011,336,3388.3,14450,33.6,34.4,31250,22050,19800.5,0.327235273842624,1.73094761194422,10804.5,10804.5,353.7,8064.5,1729.33333333333,2074.33333333333
40894,8,2010,196,966.3,1800,17.8181818181818,14.7272727272727,7080.5,8064.5,5832,0.39477393337095,1.70413841268965,1568,6498,282.8,1682,844,1925.33333333333
74922,9,2011,319,1251.7,3784.5,31.9,20.5,9248,17484.5,5100.5,0.344520491122247,2.60270194420932,2664.5,7320.5,402.7,2738,856.333333333333,460.333333333333
86541,10,2010,244,926.3,2450,22.1818181818182,21.6363636363636,6844.5,12012.5,3784.5,0.401041154144392,1.60072669554118,1512.5,8580.5,135.2,2592,709,517.333333333333
495013,11,2010,123,795.2,1300.5,11.1818181818182,11.1818181818182,5304.5,4418,4512.5,0.568473510955418,0.254160889149419,924.5,3698,432.333333333333,1624.5,1308.33333333333,2408.33333333333
25158,12,2010,501,2896.7,2450,45.5454545454545,52.4545454545455,9660.5,14964.5,3698,0.40689348934953,2.45744178872998,3960.5,480.5,128.7,162,184.333333333333,3806.33333333333
40895,13,2010,491,4399,364.5,44.6363636363636,57.0909090909091,15138,38364.5,60.5,0.471849003545304,1.99524542448884,5618,25312.5,3085.2,2178,1308,612.5
3354,14,2011,127,731.5,2312,12.7,12.8,6272,4512.5,5304.5,0.546167995251234,2.22966755722608,1984.5,3120.5,56.6666666666667,612.5,397,814.333333333333
41329,15,2010,330,1526.8,684.5,30,28.8181818181818,8320.5,11552,3200,0.532134165532065,1.54792369000622,4.5,4324.5,427.5,288,1934.33333333333,762.333333333333
86097,16,2011,195,1639.7,760.5,19.5,17.3,8978,11400.5,6384.5,0.344505460529478,0.993337836752717,242,8320.5,406.25,4140.5,1714.33333333333,1519
121866,17,2010,206,1094.5,1012.5,18.7272727272727,19.8181818181818,7200,5512.5,5000,0.363813831292028,2.76663373891874,420.5,2312,160.916666666667,578,156,1303
91117,18,2011,184,1509.8,6728,18.4,26.9,13448,2450,6050,0.353223214864058,3.81772343978124,3042,84.5,114,1104.5,310.333333333333,1192.33333333333
77424,19,2010,216,618.7,1458,19.6363636363636,21.5454545454545,5940.5,4900.5,1984.5,0.511158300352611,2.11434575603222,162,1740.5,73.3,544.5,289.333333333333,297.333333333333
489213,20,2010,176,690.8,800,16,16,5202,5512.5,3362,0.392729897898288,3.2547043985669,288,3200,108.5,1740.5,242.333333333333,617.333333333333
39623,21,2011,236,1055.3,5000,23.6,24.1,8064.5,5618,1922,0.479775705319563,2.67834982425099,1404.5,840.5,45.5,112.5,185.333333333333,654.333333333333
1004,22,2010,425,4763.3,30752,38.6363636363636,82.8181818181818,31250,2450,4608,0.30560849260317,4.09237619481613,60.5,4802,300,72,804,2521.33333333333
63310,23,2011,120,898.3,2664.5,12,16.7,7442,3200,4900.5,0.258170791807754,2.84317419327262,1512.5,1800,137.333333333333,722,364,1594.33333333333
54360,24,2011,109,1167.7,1404.5,10.9,13.7,7564.5,4512.5,6612.5,0.293541312777276,3.43458146569324,1012.5,3872,162.2,450,240.333333333333,2888
38769,25,2010,178,1092.3,5202,16.1818181818182,22.2727272727273,6384.5,3120.5,1860.5,0.368632469556882,2.38358624775337,3362,684.5,59.3333333333333,392,209.333333333333,412
183734,26,2010,240,917.8,760.5,21.8181818181818,19,5832,5512.5,2888,0.481885498834887,2.40348351246674,84.5,1860.5,106.7,162,289.333333333333,543
43640,27,2010,568,2169.5,180.5,51.6363636363636,31.4545454545455,8712,32512.5,722,0.47958757449072,1.78944857586405,2048,12012.5,401.3,1568,1143,50
26965,28,2010,192,568.3,1152,17.4545454545455,37.0909090909091,1200.5,24.5,7812.5,0.595462218980817,0.539780031267149,2964.5,2592,196.916666666667,1250,578,3444.5
23277,29,2010,507,1962.3,11704.5,46.0909090909091,47.9090909090909,20808,11100.5,1012.5,0.480620322124807,2.57735512693234,578,12.5,431,480.5,112.333333333333,361
179282,30,2010,242,2415.2,32,22,24.5454545454545,5832,11552,1458,0.405779801698784,1.38727799916727,684.5,9660.5,1598,512,786.333333333333,1408.33333333333
260931,31,2010,177,1062.8,264.5,16.0909090909091,21.5454545454545,5202,3960.5,1200.5,0.634328516389263,1.33398979329521,242,2312,62,612.5,457.333333333333,242
60434,32,2011,96,784.8,1058,9.6,12.2,3698,3362,1922,0.305686573642002,2.31792412882753,578,2812.5,180.666666666667,1250,453,2080.33333333333
80527,33,2010,142,339.8,968,12.9090909090909,9.54545454545454,2450,4140.5,1458,0.435039504909196,1.08436463613029,612.5,2812.5,186,2048,789.333333333333,736.333333333333
11188,34,2010,410,1009.7,338,37.2727272727273,35.0909090909091,3960.5,10952,1058,0.500203204394449,2.5565772032468,3612.5,1152,280.2,144.5,258.333333333333,60.5
96125,35,2010,576,1059.8,5940.5,52.3636363636364,37.4545454545455,6728,12482,242,0.423666097156416,1.91268369026802,32,200,676.8,128,424.333333333333,862.333333333333
58440,36,2010,317,470.3,1682,28.8181818181818,23.1818181818182,4418,8978,512,0.429352460612782,2.73228597324123,84.5,3042,182.5,1682,297.333333333333,28
85820,37,2010,259,546.2,1740.5,23.5454545454545,22.6363636363636,5724.5,4512.5,1860.5,0.347289368319682,2.75966173070395,288,578,252.5,1624.5,180.333333333333,79
142661,38,2010,172,709.2,1624.5,15.6363636363636,18.4545454545455,5618,3960.5,2178,0.386471145307623,1.63953604459855,420.5,1682,40.8,612.5,139,469
97200,39,2010,139,654.3,722,12.6363636363636,14.6363636363636,3698,2664.5,1682,0.408918077380598,3.72300900203519,200,1352,68.6666666666667,112.5,469,856.333333333333
43061,40,2010,504,567.7,84.5,45.8181818181818,27.2727272727273,4.5,2112.5,14450,0.497195755423322,2.30291732697799,8192,8450,706.25,3444.5,2849.33333333333,3042
85144,41,2010,303,383.5,2178,27.5454545454545,18.1818181818182,3612.5,3872,612.5,0.62985211687083,1.91499268468029,578,32,543.333333333333,3784.5,1777.33333333333,36.3333333333333
191362,42,2010,431,7542.3,3612.5,39.1818181818182,55.8181818181818,34848,11400.5,13122,0.35032861464639,1.89784350503177,112.5,1250,1812.25,32,100.333333333333,485.333333333333
87549,43,2011,129,364.7,544.5,12.9,9.4,2738,5100.5,2048,0.377687038536515,2.52253580946685,288,3784.5,103.7,684.5,604.333333333333,549
113147,44,2010,203,911.2,40.5,18.4545454545455,19.0909090909091,3528,2812.5,722,0.420143171894903,2.07965232381655,512,612.5,212.666666666667,264.5,338,816.333333333333
35474,45,2010,222,740.2,220.5,20.1818181818182,23.9090909090909,3200,5100.5,144.5,0.484075764799499,2.25799651624884,2112.5,1624.5,337,684.5,624,4.5
112706,46,2010,167,493.3,2178,15.1818181818182,19.6363636363636,1624.5,2450,84.5,0.308097361169513,3.3017494965286,544.5,512,140.666666666667,480.5,646.333333333333,362.333333333333
60144,47,2011,115,583.7,392,11.5,12,3120.5,4324.5,1404.5,0.443135982957591,1.03236708207509,24.5,3362,150.8,264.5,592,849.333333333333
89236,48,2011,125,2841.2,84.5,12.5,15.9,8580.5,5304.5,5724.5,0.343286624363958,1.37421419394077,24.5,4232,356.3,512,1399,1200
918613,49,2010,440,503,612.5,40,14.2727272727273,3528,12168,1860.5,0.475139655474696,1.88851370319343,144.5,1012.5,234.7,612.5,28,394.333333333333
80018,50,2010,252,1357.3,3698,22.9090909090909,27.0909090909091,5304.5,1568,338,0.417512941518751,2.27640100731778,1300.5,264.5,77.6666666666667,4.5,1352,361.333333333333
500163,51,2011,124,479.2,578,12.4,12.2,3444.5,2592,1800,0.515436754403379,2.26662934894957,128,1058,31,338,217,652.333333333333
117695,52,2010,205,352.3,1152,18.6363636363636,17.9090909090909,2664.5,3528,544.5,0.410874089116697,2.15852749935054,220.5,1012.5,66.3,200,109,523
18699,53,2010,197,1036.3,2888,17.9090909090909,24.5454545454545,4900.5,760.5,242,0.422664853985468,1.65571306716731,84.5,312.5,41.6666666666667,180.5,280.333333333333,905.333333333333
122194,54,2011,150,497.3,882,15,12,4050,2738,2738,0.435090545490543,2.71179188385315,480.5,648,34.2,760.5,174.333333333333,156
44452,55,2011,171,374.3,1568,17.1,13.7,2888,5512.5,924.5,0.362327922473975,1.83197963010394,722,2592,46.3,1058,316.333333333333,89.3333333333333
870377,56,2011,102,480.7,2380.5,10.2,12.9,2812.5,800,1104.5,0.651331028898764,1.60559161173577,1984.5,40.5,54.9166666666667,420.5,271,364
33174,57,2010,273,1741.3,3042,24.8181818181818,30,8580.5,5618,1682,0.343072378527187,2.88660618568908,760.5,882,180.5,0.5,257.333333333333,121.333333333333
86336,58,2010,129,982.5,200,11.7272727272727,14.7272727272727,4418,2738,2520.5,0.39920861517218,2.96435734362224,0.5,1512.5,57.2,512,289.333333333333,544.5
193470,59,2010,228,1240.3,50,20.7272727272727,16.1818181818182,4512.5,5000,2380.5,0.438906202480089,2.11110797731315,84.5,1568,224.333333333333,60.5,914.333333333333,312.5
58353,60,2010,167,228.2,1104.5,15.1818181818182,14.2727272727273,2178,3042,684.5,0.453939123145876,2.65689834502148,420.5,1104.5,45.3,450,96.3333333333333,172
22762,61,2010,228,279.3,1922,20.7272727272727,27.2727272727273,3200,1058,220.5,0.301415314261526,1.41182238774259,112.5,722,120.3,450,169.333333333333,560.333333333333
119345,62,2011,102,260.8,722,10.2,9.3,2380.5,3362,1512.5,0.340463676301565,2.90510749099631,392,2592,124.8,420.5,625.333333333333,236.333333333333
40893,63,2011,130,434.3,968,13,12.3,2812.5,3872,1300.5,0.30965002808236,1.88454116685545,480.5,2244.5,39.7,512,241,325
2320,64,2010,230,271.2,924.5,20.9090909090909,18.1818181818182,2312,4704.5,312.5,0.280102704721813,3.12544663684882,84.5,1352,178.3,1740.5,289.333333333333,127
926220,65,2011,149,437,1012.5,14.9,15.9,4140.5,2964.5,1458,0.467620972328378,2.07155489251144,112.5,840.5,47.3,338,54.3333333333333,180.333333333333
938650,66,2011,92,467.2,760.5,9.2,10.9,1740.5,882,242,0.667597459086073,1.00323852546622,112.5,144.5,135.333333333333,1104.5,230.333333333333,675
44471,67,2011,108,690.5,1352,10.8,17.6,6498,1458,2888,0.589156233788867,1.18279223047692,112.5,364.5,35.2,264.5,28,1512.5
55508,68,2010,172,479.3,2048,15.6363636363636,20.6363636363636,5512.5,2964.5,2048,0.339555446805878,2.36906575348165,544.5,760.5,45.3,544.5,52,116.333333333333
23743,69,2010,343,656.5,882,31.1818181818182,22.8181818181818,72,1512.5,6844.5,0.42254889563924,2.58506671471097,0,2450,405.583333333333,1740.5,1291,3528
94777,70,2010,108,742.7,2112.5,9.81818181818182,15.1818181818182,6050,1740.5,3362,0.282331257649147,0.977512543089515,1200.5,760.5,28.6666666666667,578,149.333333333333,646.333333333333
96299,71,2010,192,418.5,1624.5,17.4545454545455,22.0909090909091,3872,2592,364.5,0.374230044577736,2.33366024463256,32,288,72.3333333333333,544.5,174.333333333333,97
61519,72,2010,124,661.7,1352,11.2727272727273,16.7272727272727,5832,2244.5,2112.5,0.192623676650435,0.346333439875955,112.5,968,57,840.5,316.333333333333,684.5
110028,73,2010,237,301.7,264.5,21.5454545454545,26.0909090909091,2664.5,2738,200,0.480427552564675,2.01682676128698,1568,18,52.6666666666667,338,225.333333333333,474.333333333333
88486,74,2011,230,1185.5,1512.5,23,32,4608,1352,840.5,0.323390475725926,1.58824003107398,2112.5,684.5,120.916666666667,50,208.333333333333,24.5
44400,75,2010,100,401.8,684.5,9.09090909090909,10.4545454545455,2738,1860.5,1922,0.370331672773759,1.92694710666833,364.5,1352,30.3333333333333,364.5,226.333333333333,924.5
1905,76,2010,289,1451.8,60.5,26.2727272727273,31.6363636363636,3872,3960.5,1458,0.414819235669579,1.94346181715929,5304.5,40.5,60.9166666666667,450,162.333333333333,200
43531,77,2010,136,248.5,1200.5,12.3636363636364,11.6363636363636,2964.5,1984.5,1152,0.396351450354446,2.94047991137902,312.5,684.5,64.6666666666667,612.5,73,121
18677,78,2010,242,523.7,2738,22,30.2727272727273,2812.5,1984.5,1104.5,0.359706154207982,1.33302642608417,84.5,50,193.666666666667,24.5,247,610.333333333333
44401,79,2010,101,457.7,924.5,9.18181818181818,13.2727272727273,3362,2112.5,2520.5,0.285711367118159,3.05618128598124,544.5,1352,16.9166666666667,288,254.333333333333,1512.5
1332,80,2010,329,1555.3,3042,29.9090909090909,40,8192,3362,420.5,0.342840811049048,2.37115738046529,612.5,112.5,100.916666666667,8,41.3333333333333,1682.33333333333
82160,81,2010,303,436.8,722,27.5454545454545,15.3636363636364,3698,3120.5,1512.5,0.487016543215977,1.48810077793607,98,50,111.583333333333,32,966.333333333333,175
192294,82,2010,277,545.7,98,25.1818181818182,23,2520.5,5618,24.5,0.464891268867369,2.34886559361448,800,1058,73.7,4.5,450.333333333333,388
18675,83,2010,271,1227.7,84.5,24.6363636363636,44.9090909090909,2048,1250,6728,0.400230869657658,0.445594683417309,7080.5,1250,144,0,364.5,2511
94647,84,2010,196,405.5,512,17.8181818181818,14.9090909090909,2380.5,2520.5,648,0.456611524818,1.24166092064585,24.5,338,50.9166666666667,40.5,449.333333333333,388
3356,85,2010,246,284.2,12.5,22.3636363636364,19.4545454545455,2,180.5,7200,0.582499796392772,1.25853126303607,4418,3612.5,175,1984.5,637,1512.5
9906,86,2010,287,8018.3,18624.5,26.0909090909091,23,13778,800,0,0.387852466012732,2.7483269217788,0,1860.5,192.666666666667,3200,775,27378
209723,87,2011,145,632.7,1740.5,14.5,13.5,6384.5,3960.5,5000,0.290211224391497,0,1200.5,1860.5,81.3333333333333,1512.5,124,829
31016,88,2010,103,301.7,162,9.36363636363636,8.18181818181818,1860.5,2380.5,1568,0.358521954601758,2.53914523117124,84.5,1860.5,182.916666666667,338,684,296.333333333333
20161,89,2010,287,433.2,4.5,26.0909090909091,29.6363636363636,1624.5,3960.5,2112.5,0.556337172099808,2.08852916014614,5408,144.5,117.8,8,92.3333333333333,1458
29736,90,2010,195,307.8,1740.5,17.7272727272727,21,3200,450,8,0.634426241477068,1.280221649601,2,722,50.3,60.5,142.333333333333,316
5168,91,2010,539,2749.7,4900.5,49,40.9090909090909,392,5408,0,0.402159030534549,2.6351220634145,0,2738,686.916666666667,2244.5,1630.33333333333,17298
582070,92,2010,171,637.8,512,15.5454545454545,18.2727272727273,162,392,2964.5,0.6773446579415,1.17404462339373,0,544.5,128.666666666667,800,258.333333333333,968
184813,93,2010,200,75.7,98,18.1818181818182,18.5454545454545,162,924.5,2450,0.458388696798458,1.84020085736509,1250,242,107.666666666667,760.5,401.333333333333,449.333333333333
8150,94,2010,211,1055.3,3960.5,19.1818181818182,26.3636363636364,7564.5,2244.5,1860.5,0.317470441046095,2.30137321297018,1458,12.5,47.3,0.5,112.333333333333,604.333333333333
86096,95,2010,143,603.8,1300.5,13,15.3636363636364,4900.5,3872,2964.5,0.254441115822933,0,684.5,2592,53.7,1012.5,381,469
2793,96,2010,274,436.7,264.5,24.9090909090909,20.5454545454545,2048,4512.5,84.5,0.458620465502606,1.4911210706101,128,648,78.3,12.5,208,144.5
251582,97,2011,102,335.5,840.5,10.2,9.2,2812.5,2312,2112.5,0.414827664721878,0,648,1300.5,146.916666666667,760.5,351,296.333333333333
86227,98,2010,133,1625.3,4.5,12.0909090909091,16.7272727272727,4232,4900.5,968,0.343556263015849,0,924.5,4050,149.2,722,883,3008.33333333333
3375,99,2010,195,1271.3,4512.5,17.7272727272727,29.9090909090909,5832,3200,392,0.409633612956881,0.776537172682623,1682,760.5,10.3,144.5,32.3333333333333,160.333333333333
6123,100,2010,225,1220.3,722,20.4545454545455,21.0909090909091,1800,2592,760.5,0.460368984516807,2.53126031288473,0,128,630.25,364.5,24.5,2178
759702,101,2010,116,183.2,364.5,10.5454545454545,9.18181818181818,1200.5,1922,760.5,0.377160434379197,2.91354732950354,180.5,1300.5,70.8,112.5,244,364.5
871795,102,2011,68,913.5,60.5,6.8,11.9,3784.5,968,2312,0.496455156267571,1.66122787351255,24.5,512,97.6666666666667,72,578,800
185198,103,2010,161,294.7,1250,14.6363636363636,17.1818181818182,2048,1404.5,288,0.493621421405454,1.8281629761318,312.5,60.5,50.5,84.5,144.333333333333,61
94953,104,2010,98,209.7,578,8.90909090909091,7.27272727272727,1922,1300.5,1568,0.403684283310225,1.26518187303419,480.5,578,90.9166666666667,200,265.333333333333,217.333333333333
463918,105,2010,166,672.5,450,15.0909090909091,18.1818181818182,2312,2888,512,0.406473663410213,2.1988769455682,60.5,1200.5,31.3,98,26.3333333333333,432
3307,106,2010,581,2288.7,4140.5,52.8181818181818,47,60.5,3872,0,0.502128067229767,1.70445824655973,0,6272,764.916666666667,10224.5,2899,18818
43615,107,2010,127,1410.7,648,11.5454545454545,18.0909090909091,6612.5,760.5,3872,0.462265476650532,2.14249176745363,180.5,18,27.7,18,132.333333333333,397
85785,108,2010,223,108.7,364.5,20.2727272727273,14.7272727272727,648,2812.5,420.5,0.439336509118045,2.11332624933027,220.5,24.5,78,392,244.333333333333,241.333333333333
37597,109,2010,195,576.5,1104.5,17.7272727272727,24.4545454545455,2112.5,544.5,200,0.332145191327234,0.540957708576513,24.5,684.5,68.3,544.5,183,2
311078,110,2011,89,261.3,450,8.9,8.1,1922,1624.5,1352,0.359546584794073,0.614526578680794,220.5,840.5,48,180.5,310.333333333333,520.333333333333
130979,111,2010,90,493,544.5,8.18181818181818,11.0909090909091,2380.5,924.5,1250,0.428229586213703,3.74946736893922,220.5,648,19.3,112.5,57,867
31339,112,2011,155,455.2,220.5,15.5,15.3,1860.5,3280.5,72,0.318563395686055,2.99461859087149,98,968,163.5,12.5,182.333333333333,196
58618,113,2010,276,592.7,800,25.0909090909091,22.2727272727273,3120.5,6272,8,0.284650942430604,2.54458943202768,84.5,968,80.5,338,9.33333333333333,240.333333333333
162059,114,2010,161,190.2,924.5,14.6363636363636,13,612.5,1860.5,24.5,0.355907792153544,1.57575841798218,264.5,288,44.7,392,304,157
22784,115,2010,215,1564.8,1624.5,19.5454545454545,29.7272727272727,8320.5,648,684.5,0.266887896070218,0,40.5,722,72.5,392,151,450.333333333333
60131,116,2010,98,323,648,8.90909090909091,9.72727272727273,2244.5,1058,1404.5,0.423302698618938,1.08151295350304,338,264.5,70.25,32,63,924.5
29738,117,2010,176,264.7,512,16,18.1818181818182,760.5,2244.5,480.5,0.627947183547012,1.511584442389,84.5,480.5,19.7,84.5,91,162
1017,118,2010,190,435.8,1104.5,17.2727272727273,17.6363636363636,3960.5,2244.5,1012.5,0.328250723442459,2.09328637621865,84.5,144.5,44.9166666666667,338,5.33333333333333,309
38901,119,2010,602,107.8,8,54.7272727272727,31.7272727272727,392,11250,5724.5,0.557532382493115,1.291826236087,5832,84.5,480.5,2,309,1300.5
152554,120,2011,197,561.3,1984.5,19.7,14.1,4324.5,2244.5,2312,0.289968807050533,0.293176845640793,1012.5,2,316.333333333333,18,32,804.333333333333
86205,121,2011,178,73.3,288,17.8,14.3,392,648,684.5,0.445711015946642,1.90516670032563,264.5,612.5,60.3333333333333,72,312.333333333333,259
137588,122,2010,228,134,924.5,20.7272727272727,15.9090909090909,800,3280.5,112.5,0.329304667049201,2.55938402300698,24.5,338,104.916666666667,144.5,240.333333333333,63
82203,123,2010,102,341.2,480.5,9.27272727272727,10.3636363636364,1624.5,1104.5,578,0.411820648627454,2.04857373331745,144.5,420.5,14.7,312.5,94.3333333333333,560.333333333333
60110,124,2010,112,439.7,612.5,10.1818181818182,12.1818181818182,3200,2048,2312,0.383258344865016,0,338,1152,36.7,242,185.333333333333,508
20141,125,2010,145,768.5,1568,13.1818181818182,18.3636363636364,6384.5,2312,4232,0.255626276075012,0,882,1104.5,176.7,40.5,129.333333333333,229.333333333333
36454,126,2010,220,2941.7,3362,20,25.6363636363636,2520.5,722,0,0.282976140852043,2.30685040971622,0,800,161.583333333333,578,279,9800
4390,127,2010,235,1732,3280.5,21.3636363636364,20.6363636363636,1512.5,882,0,0.410487168848167,1.46940519257979,0,612.5,102.3,242,212.333333333333,8978
19720,128,2010,181,2500.7,5832,16.4545454545455,13.7272727272727,3362,2,0,0.549827670867866,1.81344558410719,0,3528,422.333333333333,2112.5,1104.5,8844.5
21732,129,2010,413,2021.2,2112.5,37.5454545454545,26.6363636363636,112.5,3042,0,0.431872481766155,2.35629038416268,0,2178,336.333333333333,512,128,6962
1638,130,2010,192,2304.2,5304.5,17.4545454545455,23.6363636363636,2592,84.5,0,0.35220245238211,1.99726082001871,0,1922,144.916666666667,1104.5,1012.5,10804.5
52480,131,2010,180,650.8,144.5,16.3636363636364,39.8181818181818,1984.5,1300.5,8320.5,0.50868035271736,1.98378322408858,11552,0.5,54,0,63,1682
97319,132,2010,174,854.7,612.5,15.8181818181818,17.0909090909091,420.5,1624.5,1624.5,0.477774083949391,2.18624101987676,0,98,214.916666666667,338,18,1568
3204,133,2010,217,1137.2,1200.5,19.7272727272727,15.9090909090909,200,1458,3362,0.42157882738925,1.65766380537655,0,112.5,312.333333333333,578,32,722
60430,134,2010,150,92.3,60.5,13.6363636363636,13.8181818181818,84.5,312.5,1624.5,0.559865432134067,2.44475935764091,800,392,60.6666666666667,544.5,91,512
97347,135,2010,210,685,3444.5,19.0909090909091,23.2727272727273,3042,1984.5,32,0.465073744203947,1.52587905860478,220.5,18,131.666666666667,40.5,24.3333333333333,40.3333333333333
1019391,136,2010,81,1725.7,4418,7.36363636363636,26.0909090909091,6160.5,220.5,512,0.676607556692379,1.84156293014106,544.5,12.5,22.9166666666667,60.5,30.3333333333333,679
44453,137,2010,155,358.5,1104.5,14.0909090909091,19.9090909090909,1152,612.5,264.5,0.358331210485207,2.84882164609925,24.5,50,43.3,12.5,224.333333333333,384.333333333333
214198,138,2010,108,257.3,162,9.81818181818182,13.9090909090909,1404.5,1568,128,0.564387785610253,1.33015029710927,84.5,578,39.7,50,116.333333333333,200
22696,139,2010,187,576.8,2380.5,17,22.1818181818182,1984.5,1104.5,242,0.279514897340902,3.51273184289659,312.5,50,43,2,237,92.3333333333333
2343,140,2010,187,104.3,18,17,14.6363636363636,0,180.5,4418,0.530780421745487,1.43483011331826,2380.5,1568,116.916666666667,800,264.5,1404.5
891,141,2010,265,308.8,98,24.0909090909091,25.0909090909091,98,1512.5,8192,0.34307875015642,1.80302564649438,3872,480.5,48.9166666666667,0.5,137.333333333333,1104.5
181458,142,2010,107,285.2,722,9.72727272727273,10.2727272727273,1682,1250,760.5,0.451951102304154,1.66365464029591,450,544.5,16.7,72,73,193
291096,143,2011,94,560,612.5,9.4,15.4,4232,1458,1682,0.229199261146724,0,32,578,140.333333333333,450,386.333333333333,462.333333333333
2375,144,2010,115,396.3,1012.5,10.4545454545455,13.4545454545455,3042,544.5,840.5,0.339831107303547,1.85039092990902,144.5,0.5,37,162,81.3333333333333,577.333333333333
31927,145,2010,251,521.3,840.5,22.8181818181818,10.7272727272727,450,1352,0,0.560772327749579,2.31113383406991,0,512,82.3333333333333,1012.5,457,2312
45305,146,2010,169,108.3,200,15.3636363636364,17.5454545454545,544.5,1458,882,0.446727530261196,1.95756287735156,760.5,2,35.3333333333333,50,394.333333333333,648
92784,147,2010,133,127.3,722,12.0909090909091,14.4545454545455,242,144.5,1404.5,0.333689705962329,2.03418283663755,112.5,760.5,34.3333333333333,200,294.333333333333,529.333333333333
52731,148,2010,129,212.3,1058,11.7272727272727,17.5454545454545,1104.5,72,480.5,0.474507719868906,0,50,882,66.9166666666667,578,265.333333333333,489.333333333333
14828,149,2010,120,708.7,722,10.9090909090909,23.7272727272727,2592,98,450,0.571126074304581,2.2168894954948,578,480.5,17.6666666666667,8,32,412
18771,150,2010,237,102.5,512,21.5454545454545,27.7272727272727,450,180.5,7812.5,0.519912784549706,2.09362390671788,4140.5,3362,10.3333333333333,312.5,2,3042
1852,151,2010,165,1853.3,2520.5,15,10.2727272727273,4232,450,0,0.635632468274429,1.65793407063006,0,420.5,74.3333333333333,220.5,136.333333333333,7320.5
41562,152,2010,89,378.5,180.5,8.09090909090909,15.0909090909091,648,1250,480.5,0.386748053357963,2.61821114840416,288,684.5,14.3333333333333,98,180.333333333333,392
22778,153,2010,113,409.2,882,10.2727272727273,11.2727272727273,2450,1352,1012.5,0.307463989498185,0,338,512,118.8,162,108.333333333333,705.333333333333
100221,154,2010,131,256.5,364.5,11.9090909090909,10.8181818181818,1800,1404.5,612.5,0.406308904853485,3.38119648920652,40.5,338,44.3,420.5,27,52
109729,155,2010,104,613.3,242,9.45454545454546,12.4545454545455,3444.5,1152,2664.5,0.322489006970769,2.59788332772243,84.5,420.5,102.5,32,58.3333333333333,69.3333333333333
46243,156,2010,141,420.8,12.5,12.8181818181818,17.2727272727273,512,0,1568,0.392961930372078,1.48015235645825,2664.5,2312,281.333333333333,1512.5,924.5,60.5
181092,157,2010,227,1157.2,2112.5,20.6363636363636,18.4545454545455,128,2048,0,0.496582146320986,2.29402132654581,0,50,331,450,460.333333333333,2738
87714,158,2011,107,447.5,800,10.7,13.2,2888,1624.5,968,0.316267488148785,0,144.5,512,61.5,24.5,316.333333333333,1012.5
122168,159,2010,126,456.2,2520.5,11.4545454545455,12.9090909090909,3612.5,1300.5,1984.5,0.356435681825205,0,1740.5,242,21.3333333333333,450,50.3333333333333,427
507594,160,2010,155,270.3,40.5,14.0909090909091,11.0909090909091,1104.5,2450,760.5,0.366111140088626,2.75065773192653,2,924.5,117.2,12.5,116.333333333333,288
88223,161,2010,236,581.5,32,21.4545454545455,28.0909090909091,2048,2380.5,2048,0.438458186098158,2.42330497460429,0,8,390.25,60.5,90.3333333333333,3280.5
1009,162,2010,225,283.5,800,20.4545454545455,23.3636363636364,612.5,722,0,0.355810658801953,1.36028203307852,0,800,241,1800,612.5,4704.5
93553,163,2010,99,269.8,1152,9,13,1922,1012.5,512,0.258082495250928,0.00558399343111882,450,242,49.5833333333333,242,36.3333333333333,416.333333333333
53641,164,2010,121,1792.7,40.5,11,49.0909090909091,4900.5,578,7442,0.558633117748718,1.61921124674059,15488,8,21,98,72.3333333333333,40.5
15280,165,2010,153,298.3,760.5,13.9090909090909,18.3636363636364,2664.5,1800,480.5,0.291419311652961,2.76798743666646,32,578,22.5,84.5,80.3333333333333,36.3333333333333
